original_price,quantity,selling_price,barcode,created_date,floor_id,id,store_id,updated_date,product_name,sku
100.0,100,39.411764705882355,2000000303017.0,2024-10-10 10:21:41,6,15,25,,노브랜드자색고구마칩,
100.0,100,81.53333333333333,2000000331904.0,2024-10-10 10:21:41,6,15,25,,노브랜드 라면스낵,
403.75,100,903.75,2000000332246.0,2024-10-10 10:21:41,6,15,25,,노브랜드 카놀라유2L,
3990.0,100,4490.0,2000000332253.0,2024-10-10 10:21:41,6,15,25,,노브랜드 포도씨유2L,
998.3333333333333,100,1498.3333333333333,2000000332260.0,2024-10-10 10:21:41,6,15,25,,노브랜드 올리브유2L,
1080.0,100,1580.0,2000000332291.0,2024-10-10 10:21:41,6,15,25,,노브랜드해바라기유2L,
995.0,100,1495.0,2000000337999.0,2024-10-10 10:21:41,6,15,25,,보물함 코인초콜릿,
100.0,100,422.0408163265306,2000000338224.0,2024-10-10 10:21:41,6,15,25,,노브랜드 자이언트300,
163.33333333333337,100,663.3333333333334,2000000338323.0,2024-10-10 10:21:41,6,15,25,,노브랜드 밀크티 10입,
1790.0,100,2290.0,2000000343204.0,2024-10-10 10:21:41,6,15,25,,노브랜드젤리벨트사과,
4080.0,100,4580.0,2000000343259.0,2024-10-10 10:21:41,6,15,25,,♥노브랜드젤리벨트딸기,
100.0,100,270.90909090909093,2000000392370.0,2024-10-10 10:21:41,6,15,25,,노브랜드피넛크리미,
100.0,100,236.22377622377624,2000000392400.0,2024-10-10 10:21:41,6,15,25,,노브랜드 피넛크런치,
100.0,100,14.918367346938775,2000000398792.0,2024-10-10 10:21:41,6,15,25,,노브랜드초코웨이퍼롤,
100.0,100,32.708333333333336,2000000404653.0,2024-10-10 10:21:41,6,15,25,,노브랜드바닐라웨이퍼,
100.0,100,456.3265306122449,2000000428758.0,2024-10-10 10:21:41,6,15,25,,노브랜드카라멜초코바,
100.0,100,377.85714285714283,2000000428765.0,2024-10-10 10:21:41,6,15,25,,노브랜드쿠앤크초코바,
390.0,100,890.0,2000000430539.0,2024-10-10 10:21:41,6,15,25,,노브랜드 다크 70%,
245.0,100,745.0,2000000443294.0,2024-10-10 10:21:41,6,15,25,,바로먹는 옥수수450g,
100.0,100,98.46153846153847,2000000451657.0,2024-10-10 10:21:41,6,15,25,,노브랜드 코코넛워터,
100.0,100,496.6666666666667,2000000473284.0,2024-10-10 10:21:41,6,15,25,,(G)피코크 밀크초콜릿,
100.0,100,496.6666666666667,2000000473291.0,2024-10-10 10:21:41,6,15,25,,(G)피코크 다크초콜릿,
100.0,100,496.6666666666667,2000000473307.0,2024-10-10 10:21:41,6,15,25,,(G)피코크 화이트초콜,
100.0,100,51.578947368421055,2000000476285.0,2024-10-10 10:21:41,6,15,25,,노브랜드 스파클링라,
100.0,100,296.0,2000000494401.0,2024-10-10 10:21:41,6,15,25,,메달초콜릿25g,
133.75,100,633.75,2000000502540.0,2024-10-10 10:21:41,6,15,25,,노브랜드파인애플850g,
100.0,100,311.42857142857144,2000000597638.0,2024-10-10 10:21:41,6,15,25,,노브랜드 피넛크런치,
398.0,100,898.0,2000000597737.0,2024-10-10 10:21:41,6,15,25,,노브랜드아몬드초코볼,
2493.3333333333335,100,2993.3333333333335,2000000597744.0,2024-10-10 10:21:41,6,15,25,,노브랜드어쏘티드초코,
860.0,100,1360.0,2000000662930.0,2024-10-10 10:21:41,6,15,25,,노브랜드티라미슈밀크,
118.33333333333337,100,618.3333333333334,2000000662961.0,2024-10-10 10:21:41,6,15,25,,노브랜드초코볼화이트,
2280.0,100,2780.0,2000000685281.0,2024-10-10 10:21:41,6,15,25,,노브랜드 페스츄리,
100.0,100,555.7422969187675,2000000704524.0,2024-10-10 10:21:41,6,15,25,,Coosur 올리브오일 1L,
100.0,100,520.0,2000000704531.0,2024-10-10 10:21:41,6,15,25,,Coosur 카놀라오일1L,
485.71428571428567,100,985.7142857142857,2000000704548.0,2024-10-10 10:21:41,6,15,25,,Coosur 해바라기유1L,
257.1428571428571,100,757.1428571428571,2000000704555.0,2024-10-10 10:21:41,6,15,25,,Coosur 포도씨오일1L,
100.0,100,274.0,2000000773322.0,2024-10-10 10:21:41,6,15,25,,노브랜드 당면 500g,
9400.0,100,9900.0,2000000782171.0,2024-10-10 10:21:41,6,15,25,,건도라지200g,
2272.222222222222,100,2772.222222222222,2235875001502.0,2024-10-10 10:21:41,6,15,25,,고르곤졸라 150g,
3480.0,100,3980.0,2317700039802.0,2024-10-10 10:21:41,6,15,25,,계피(벌크/베트남),
320.0,100,820.0,2500000186295.0,2024-10-10 10:21:41,6,15,25,,온명란(100g/팩),
4593.333333333333,100,5093.333333333333,2500000186318.0,2024-10-10 10:21:41,6,15,25,,프리미엄명란,
100.0,100,376.6666666666667,2500000212840.0,2024-10-10 10:21:41,6,15,25,,쌈다시마(300g/팩),
240.0,100,740.0,2500000212857.0,2024-10-10 10:21:41,6,15,25,,쌈다시마기획(팩),
100.0,100,187.97202797202797,2500000212864.0,2024-10-10 10:21:41,6,15,25,,미역줄기(300g/팩),
100.0,100,405.18518518518516,2500000212871.0,2024-10-10 10:21:41,6,15,25,,미역줄기기획(팩),
100.0,100,350.0,2500000212895.0,2024-10-10 10:21:41,6,15,25,,쇠미역/팩(기획),
